model,seed,dice,hd95_median,fnr,fpr
25d_bce_dice,0,0.8076087808740564,3.1622776985168457,0.07774014778325124,0.038316303864948914
25d_bce_dice,1,0.8060807129084518,3.605551242828369,0.08060531192093885,0.021941489361702128
25d_bce_dice,2,0.805397913301492,4.182873249053955,0.06941923774954628,0.061993699369937
25d_bce_dice_boundary_0.05,0,0.8295524504744383,3.605551242828369,0.010929802955665025,0.44857840959573525
25d_bce_dice_boundary_0.05,1,0.8337286111157804,3.3506689071655273,0.027794935145151328,0.17752659574468085
25d_bce_dice_boundary_0.05,2,0.8289620540221292,4.123105525970459,0.014670296430732003,0.33933393339333934
2d_bce_dice,0,0.7966858615412455,5.629556655883789,0.02355295566502463,0.34306974677920926
2d_bce_dice,1,0.7993306617450701,4.0,0.08693638048177887,0.032247340425531915
2d_bce_dice,2,0.796977457285031,5.009902000427246,0.05338777979431337,0.12027452745274528
2d_bce_dice_boundary_0.05,0,0.8183632083118175,3.605551242828369,0.018780788177339903,0.37972012438916036
2d_bce_dice_boundary_0.05,1,0.8221438858961733,4.123105525970459,0.02038295243977764,0.36059397163120566
2d_bce_dice_boundary_0.05,2,0.8151029134667842,4.841640949249268,0.012401693889897156,0.45173267326732675
